time,station,PM2_5,PM10,NO2,CO,O3,SO2,Kmeans_3,HDBSCAN_3,Kmeans_4,HDBSCAN_4,Kmeans_6,HDBSCAN_6,Kmeans_12,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,RAIN,city
2021-12-14,0,85.50664657922722,38.0475935828877,13.094655017585872,11.096433047837895,8.51137924269178,8.689290012033693,1.5,1.5,1.5,1.5,3.75,3.75,8.375,8.375,0.5431077412330995,0.5383030972179069,9.859464,0.9295379,-0.6245899,28.603601,21.0,19.845,0.0,79.32375,12.98125,1.0,172.615,2021,12,14,85.50664657922722,0.0,Peru_Averaged.csv
2021-12-15,0,76.47373493442042,55.03569518716577,12.177241263189405,10.428574785878421,6.046034432018835,7.84196750902527,1.5,1.5,1.5,1.5,3.5,3.5,7.875,7.875,0.28253594927724174,1.1332333018349718,7.5585184,1.0454043,0.69387627,24.85963,21.0,19.0075,0.0,83.87375,11.27125,1.0,182.775,2021,12,15,85.67373493442042,0.0,Peru_Averaged.csv
2021-12-16,0,83.71582328961361,153.64879679144386,16.809827508792935,11.285716523918946,6.0556896213458895,7.319645006016847,1.0,1.0,2.0,2.0,4.0,4.0,8.75,8.75,6.655602980746273,6.618425474486099,5.0789404,0.79560304,16.377762,25.328997,21.0,18.6,0.0,85.27,9.973749999999999,1.0,187.00375,2021,12,16,184.2158232896136,0.0,Peru_Averaged.csv
2021-12-17,0,95.8158232896136,153.77379679144386,19.209827508792937,11.135716523918948,7.33068962134589,8.919645006016847,0.75,0.75,2.25,2.25,4.625,4.625,9.375,9.375,8.105327140810763,7.055920033112832,4.3344183,0.5346878,29.599707,31.959696,21.0,18.79125,0.0,83.63125,10.50875,1.0,194.7775,2021,12,17,192.9408232896136,0.0,Peru_Averaged.csv
2021-12-18,0,108.18291164480681,50.086898395721924,17.76741375439647,11.267858261959473,6.290344810672945,11.172322503008424,0.875,0.875,1.875,1.875,4.0,4.0,8.25,8.25,3.0312357438505897,2.6275296496015135,1.3655877,1.4137005,41.690636,20.236553,21.0,18.708750000000002,0.0,82.23875,10.22,1.0,193.625,2021,12,18,108.18291164480681,0.0,Peru_Averaged.csv
2021-12-19,0,84.35664657922722,42.0475935828877,11.969655017585872,11.146433047837894,6.611379242691779,8.914290012033694,1.5,1.5,1.5,1.5,4.125,4.125,9.125,9.125,0.1432651713046392,0.8958037229939473,9.859999,0.5767453,3.6053038,31.564182,21.0,18.5925,0.0,80.53625,11.05875,1.0,185.58875,2021,12,19,84.35664657922722,0.0,Peru_Averaged.csv
2021-12-20,0,118.81582328961362,67.57379679144385,22.634827508792938,10.060716523918947,8.90568962134589,16.969645006016847,1.125,1.125,1.75,1.75,3.75,3.75,6.5,6.5,6.426183513680135,2.9605376115671405,4.063108,0.51730746,32.35073,16.338562,21.0,18.50125,0.0,81.125,9.92125,1.0,189.51125,2021,12,20,118.81582328961362,0.0,Peru_Averaged.csv
2021-12-21,0,91.71582328961361,40.19879679144385,18.109827508792936,11.485716523918947,9.10568962134589,9.244645006016846,1.375,1.375,1.375,1.375,3.625,3.625,7.5,7.5,2.1319479839856283,0.8512287439841997,4.191819,1.8806123,30.74258,17.329506,21.0,18.46,0.0,82.11125,10.2325,1.0,185.17000000000002,2021,12,21,91.71582328961361,0.0,Peru_Averaged.csv
2021-12-22,0,90.81582328961362,45.698796791443854,24.484827508792936,10.210716523918947,7.65568962134589,10.244645006016846,1.125,1.125,1.375,1.375,3.125,3.125,6.75,6.75,3.4965018179800587,0.8595046582199534,5.141077,-0.6107116,33.497486,14.514714,21.0,19.33875,0.0,79.11,11.53875,1.0,178.24,2021,12,22,93.56582328961362,0.0,Peru_Averaged.csv
2021-12-23,0,88.4079116448068,46.51189839572193,15.692413754396467,11.442858261959474,6.740344810672944,10.672322503008424,1.125,1.125,1.625,1.625,3.75,3.75,7.875,7.875,1.507319358236283,1.0911117242723711,3.5059423,-0.5092742,36.411556,-3.2954178,21.0,19.90625,0.0,75.5675,12.14875,1.0,170.18125,2021,12,23,88.4079116448068,0.0,Peru_Averaged.csv
2021-12-24,0,68.75791164480681,39.51189839572193,14.317413754396467,9.517858261959473,8.065344810672945,14.147322503008423,1.5,1.5,1.25,1.25,3.125,3.125,6.5,6.5,0.4602642755939932,-1.4210754600811013,4.823539,-0.18050243,18.25526,-13.234835,21.0,19.916249999999998,0.0,73.37375,12.035,1.0,176.90125,2021,12,24,68.75791164480681,0.0,Peru_Averaged.csv
2021-12-25,0,65.7829116448068,32.91189839572193,9.867413754396468,10.792858261959474,4.765344810672945,11.422322503008424,1.625,1.625,1.375,1.375,2.875,2.875,7.25,7.25,-1.7669689605555436,-0.9844188801826075,3.8413126,1.1285951,-8.579342,-24.142338,21.0,19.56,0.0,74.625,10.715,1.0,183.2425,2021,12,25,66.6579116448068,0.0,Peru_Averaged.csv
2021-12-26,0,58.982911644806805,29.811898395721926,9.892413754396468,9.342858261959472,4.865344810672945,7.7223225030084235,2.0,2.0,1.0,1.0,2.125,2.125,5.0,5.0,-2.561723217196467,-1.256139637220494,5.2844577,3.5996523,-26.711605,-21.167076,21.0,19.9925,0.0,72.49875,12.95375,1.0,167.765,2021,12,26,58.982911644806805,0.0,Peru_Averaged.csv
