time,station,PM2_5,PM10,NO2,CO,O3,SO2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,RAIN
2019-01-19,1001,162.0,28.0,10.0,2.0,28.0,1.0,2,10.14,0.0,61.75,6.92,1,211.04,2019,1,19,162.0,2,1,3,11,2,1,3,11,2.2520141573006462,2.2649825017017684,2.2520141573006462,2.2649825017017684,2.2520141573006462,2.2649825017017684,0
2019-01-20,1001,49.0,24.0,7.0,2.0,25.0,1.0,2,9.57,0.0,63.62,7.2,1,197.83,2019,1,20,49.0,2,1,3,11,2,1,3,11,0.15672239993530823,5.679006035000746,0.15672239993530823,5.679006035000746,0.15672239993530823,5.679006035000746,0
2019-01-21,1001,32.0,46.0,22.0,5.0,23.0,2.0,2,10.83,0.0,64.67,7.49,1,198.0,2019,1,21,46.0,2,1,3,11,2,1,3,11,2.0258040386632272,6.410469798071202,2.0258040386632272,6.410469798071202,2.0258040386632272,6.410469798071202,0
2019-01-22,1001,79.0,55.0,24.0,7.0,20.0,3.0,2,9.81,0.0,66.29,8.42,1,209.88,2019,1,22,79.0,2,1,3,11,2,1,3,11,1.3838465635555692,7.162853015257949,1.3838465635555692,7.162853015257949,1.3838465635555692,7.162853015257949,0
2019-01-23,1001,85.0,44.0,23.0,6.0,23.0,1.0,2,9.99,0.0,63.5,8.2,1,213.88,2019,1,23,85.0,2,1,3,11,2,1,3,11,1.6571627529035222,5.283901944130012,1.6571627529035222,5.283901944130012,1.6571627529035222,5.283901944130012,0
2019-01-24,1001,64.0,61.0,26.0,12.0,16.0,7.0,2,11.5,0.0,47.58,7.21,1,235.12,2019,1,24,64.0,2,1,3,11,2,1,3,11,0.7908980360411577,4.761246812441917,0.7908980360411577,4.761246812441917,0.7908980360411577,4.761246812441917,0
2019-01-25,1001,146.0,29.0,10.0,3.0,22.0,1.0,2,12.32,0.0,56.04,6.59,1,190.71,2019,1,25,146.0,2,1,3,0,2,1,3,0,0.41644782730552404,2.7143047012808967,0.41644782730552404,2.7143047012808967,0.41644782730552404,2.7143047012808967,0
2019-01-26,1001,43.0,32.0,14.0,4.0,10.0,2.0,2,11.7,0.0,57.54,8.0,1,199.54,2019,1,26,43.0,1,0,5,5,1,0,5,5,-1.9602940725627263,-1.2868421004989046,-1.9602940725627263,-1.2868421004989046,-1.9602940725627263,-1.2868421004989046,0
2019-01-27,1001,68.0,81.0,22.0,8.0,24.0,6.0,2,11.01,0.0,56.67,8.42,1,208.54,2019,1,27,81.0,2,1,3,0,2,1,3,0,-3.039785802115535,2.227882025808329,-3.039785802115535,2.227882025808329,-3.039785802115535,2.227882025808329,0
2019-01-28,1001,126.0,44.0,11.0,4.0,22.0,2.0,2,11.18,0.0,60.38,8.38,1,208.25,2019,1,28,126.0,2,1,3,11,2,1,3,11,2.829197204322261,7.498290313865783,2.829197204322261,7.498290313865783,2.829197204322261,7.498290313865783,0
2019-01-29,1001,79.0,97.0,34.0,13.0,4.0,10.0,2,11.19,0.0,72.58,9.54,1,180.5,2019,1,29,97.0,2,1,3,0,2,1,3,0,0.3886813215607853,2.839090836392235,0.3886813215607853,2.839090836392235,0.3886813215607853,2.839090836392235,0
2019-01-30,1001,179.0,59.0,11.0,4.0,24.0,3.0,2,9.34,0.0,56.0,6.4,1,238.46,2019,1,30,179.0,2,1,3,11,2,1,3,11,2.853686371953182,3.7090209358076227,2.853686371953182,3.7090209358076227,2.853686371953182,3.7090209358076227,0
2019-01-31,1001,69.0,28.0,6.0,3.0,23.0,2.0,2,11.28,0.0,58.38,5.47,1,162.12,2019,1,31,69.0,2,1,3,9,2,1,3,9,3.3820639782559807,4.609792296007994,3.3820639782559807,4.609792296007994,3.3820639782559807,4.609792296007994,0
