time,station,PM2_5,PM10,NO2,CO,O3,SO2,Kmeans_3,HDBSCAN_3,Kmeans_4,HDBSCAN_4,Kmeans_6,HDBSCAN_6,Kmeans_12,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,district_id,date,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,RAIN,city
2019-01-01,2005,212.8,152.0,28.0,10.0,32.0,11.0,0,0,2,2,0,0,1,1,2.7480192288238237,2.5308668316737433,10.584954,6.932037,31.368721,35.546448,7,2019-01-01,14.53,0.0,57.54,6.92,1.0,161.12,2019,1,1,212.8,0,India_2005.csv
2019-01-02,2005,188.0,128.0,30.0,10.0,24.0,9.0,2,2,1,1,0,0,1,1,1.9241031305767926,1.0106860616539104,9.280702,6.267193,31.005775,-12.552153,7,2019-01-02,16.14,0.0,51.25,6.95,1.0,193.42,2019,1,2,188.0,0,India_2005.csv
2019-01-03,2005,171.0,110.0,35.0,7.0,18.0,17.0,2,2,1,1,0,0,11,11,1.1394257467950062,2.5094330285894215,10.290972,6.5809083,36.42441,16.731998,7,2019-01-03,15.42,0.0,49.08,7.3,1.0,174.71,2019,1,3,171.0,0,India_2005.csv
2019-01-04,2005,178.0,101.0,30.0,7.0,15.0,25.0,2,2,1,1,0,0,11,11,0.8216778511809364,3.8550763421644043,11.052789,6.7649517,0.94633913,63.788322,7,2019-01-04,14.69,0.0,62.92,7.95,1.0,105.58,2019,1,4,178.0,0,India_2005.csv
2019-01-05,2005,159.0,90.0,23.0,7.0,29.0,6.0,2,2,1,1,0,0,1,1,-0.3547750162980245,1.1254869133344185,10.562785,4.3207536,2.5968645,25.789326,7,2019-01-05,15.5,0.0,65.17,9.74,1.0,96.88,2019,1,5,159.0,0,India_2005.csv
2019-01-06,2005,150.0,105.0,23.0,7.0,17.0,5.0,2,2,1,1,0,0,1,1,-0.4329097914103196,-0.4104000742863082,8.862062,3.5599756,0.34384254,-12.417545,7,2019-01-06,14.49,0.0,64.5,10.15,1.0,246.88,2019,1,6,150.0,0,India_2005.csv
2019-01-07,2005,179.0,79.0,27.0,6.0,24.0,11.0,2,2,1,1,0,0,1,1,-0.04724120864547077,1.8629871942033016,9.910882,5.449659,26.950623,9.7683935,7,2019-01-07,13.74,0.0,59.79,7.15,1.0,76.33,2019,1,7,179.0,0,India_2005.csv
2019-01-08,2005,141.0,93.0,32.0,7.0,25.0,17.0,0,0,2,2,0,0,11,11,0.16066449710891204,3.1114652642260747,10.362633,6.582738,36.496326,16.846834,7,2019-01-08,13.66,0.0,59.71,8.32,1.0,244.83,2019,1,8,141.0,0,India_2005.csv
2019-01-09,2005,153.0,97.0,34.0,6.0,20.0,15.0,2,2,1,1,0,0,11,11,0.3111640496403569,2.3516749253349083,10.152947,6.495545,35.901016,16.204998,7,2019-01-09,13.97,0.0,57.88,8.56,1.0,232.67,2019,1,9,153.0,0,India_2005.csv
2019-01-10,2005,146.0,103.0,30.0,10.0,26.0,7.0,2,2,1,1,0,0,1,1,0.7322227017779613,0.5567816284130455,9.522366,5.580879,29.336224,-5.0061255,7,2019-01-10,13.63,0.0,57.83,7.06,1.0,139.04,2019,1,10,146.0,0,India_2005.csv
2019-01-11,2005,149.0,95.0,27.0,8.0,31.0,6.0,2,2,1,1,0,0,1,1,0.07151499029649207,1.2041824204020106,10.567565,5.1309867,7.388,31.634611,7,2019-01-11,14.12,0.0,60.62,8.22,1.0,89.17,2019,1,11,149.0,0,India_2005.csv
2019-01-12,2005,144.0,101.0,25.0,8.0,37.0,12.0,0,0,2,2,0,0,11,11,0.0840443995086809,3.1978754328094094,11.858965,5.2342124,5.6714897,57.55879,7,2019-01-12,14.03,0.0,61.62,7.55,1.0,99.42,2019,1,12,144.0,0,India_2005.csv
2019-01-13,2005,169.0,101.0,25.0,7.0,32.0,14.0,0,0,2,2,0,0,11,11,0.3155344288923339,3.315383823089038,10.844851,5.942085,28.222721,29.928852,7,2019-01-13,15.01,0.0,60.5,9.89,1.0,55.46,2019,1,13,169.0,0,India_2005.csv
2019-01-14,2005,175.0,85.0,21.0,6.0,22.0,16.0,2,2,1,1,0,0,11,11,-0.43089662493858827,2.6994134856623924,10.792467,6.0777636,30.588657,27.444128,7,2019-01-14,13.78,0.0,38.33,12.58,1.0,261.38,2019,1,14,175.0,0,India_2005.csv
2019-01-15,2005,139.0,99.0,26.0,10.0,20.0,13.0,2,2,1,1,0,0,11,11,0.24870850558550067,1.1156293043657441,10.1795435,5.744873,24.549,25.595707,7,2019-01-15,13.8,0.0,38.46,8.21,1.0,216.96,2019,1,15,139.0,0,India_2005.csv
