time,station,PM2_5,PM10,NO2,CO,O3,SO2,Kmeans_3,HDBSCAN_3,Kmeans_4,HDBSCAN_4,Kmeans_6,HDBSCAN_6,Kmeans_12,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,RAIN,city
2019-01-01,0,104.77777777777777,51.22222222222222,21.333333333333332,7.555555555555555,16.77777777777778,4.222222222222222,0.0,0.0,2.0,2.0,3.888888888888889,3.888888888888889,7.333333333333333,7.333333333333333,3.584496515866329,-2.205725095906343,8.993765,-4.1769843,89.017075,26.44794,1.3333333333333333,-1.7777777777777777,0.0,39.97333333333333,9.614444444444445,1.0,218.23666666666668,2019,1,1,104.77777777777777,0.0,China_Averaged.csv
2019-01-02,0,108.55555555555556,58.55555555555556,27.88888888888889,9.88888888888889,8.0,5.555555555555555,0.0,0.0,2.0,2.0,4.0,4.0,6.444444444444445,6.444444444444445,6.269324589499066,-3.1128869972340394,9.412586,-4.8621855,99.4252,27.033531,1.3333333333333333,-1.9466666666666663,0.0,44.39333333333333,7.752222222222222,1.0,162.31888888888886,2019,1,2,108.55555555555556,0.0,China_Averaged.csv
2019-01-03,0,120.11111111111111,99.11111111111111,40.55555555555556,18.333333333333332,3.3333333333333335,10.666666666666666,0.0,0.0,2.0,2.0,4.0,4.0,6.0,6.0,14.70661348097146,-2.5079794078127886,9.539158,-5.5629725,105.08608,36.965996,1.3333333333333333,-0.26333333333333336,0.0,44.49444444444444,10.389999999999999,1.0,131.80555555555554,2019,1,3,120.11111111111111,0.0,China_Averaged.csv
2019-01-04,0,201.33333333333334,41.55555555555556,14.0,5.111111111111111,24.444444444444443,2.3333333333333335,0.2222222222222222,0.2222222222222222,1.5555555555555556,1.5555555555555556,1.1111111111111112,1.1111111111111112,7.555555555555555,7.555555555555555,2.7290007795143194,-0.683647374736982,11.400627,2.6500854,39.64192,-13.769042,1.3333333333333333,-0.05111111111111111,0.0,29.892222222222227,12.844444444444443,1.0,173.19,2019,1,4,201.33333333333334,0.0,China_Averaged.csv
2019-01-05,0,59.77777777777778,31.22222222222222,18.0,4.111111111111111,18.555555555555557,3.111111111111111,1.0,1.0,0.0,0.0,4.777777777777778,4.777777777777778,6.222222222222222,6.222222222222222,-0.29271555254813575,-2.868528875577145,7.613071,0.31589618,49.864784,-14.390289,1.3333333333333333,-0.1822222222222221,0.0,30.38666666666667,7.374444444444445,1.0,151.5011111111111,2019,1,5,59.77777777777778,0.0,China_Averaged.csv
2019-01-06,0,57.0,75.11111111111111,33.44444444444444,10.88888888888889,4.555555555555555,5.888888888888889,0.0,0.0,2.0,2.0,4.0,4.0,6.888888888888889,6.888888888888889,6.827198454154603,-4.002188782526457,9.386976,-5.068385,97.93009,31.373745,1.3333333333333333,-0.7022222222222232,0.0,36.71333333333334,8.037777777777778,1.0,174.60777777777778,2019,1,6,76.0,0.0,China_Averaged.csv
2019-01-07,0,147.77777777777777,51.44444444444444,22.444444444444443,7.777777777777778,20.444444444444443,4.666666666666667,0.0,0.0,2.0,2.0,3.2222222222222223,3.2222222222222223,6.888888888888889,6.888888888888889,4.911312078773542,-1.5760072267951433,9.233937,-3.4056995,83.83889,14.669089,1.3333333333333333,0.5633333333333335,0.0,34.73111111111111,10.56,1.0,143.85777777777778,2019,1,7,147.77777777777777,0.0,China_Averaged.csv
2019-01-08,0,96.33333333333333,25.22222222222222,10.88888888888889,2.6666666666666665,26.0,1.511111111111111,1.0,1.0,0.0,0.0,2.3333333333333335,2.3333333333333335,3.5555555555555554,3.5555555555555554,-1.7533356568689766,-1.6490231719300878,9.075664,6.055882,-3.566778,-14.799086,1.3333333333333333,-0.9277777777777781,0.0,34.78222222222222,9.143333333333333,1.0,204.97222222222223,2019,1,8,96.33333333333333,0.0,China_Averaged.csv
2019-01-09,0,34.333333333333336,58.111111111111114,27.22222222222222,7.444444444444445,11.11111111111111,5.555555555555555,0.1111111111111111,0.1111111111111111,1.7777777777777777,1.7777777777777777,4.111111111111111,4.111111111111111,7.0,7.0,3.259380277478292,-3.565461343847714,9.093573,-4.679489,93.747734,31.39332,1.3333333333333333,-0.8077777777777784,0.0,37.28111111111111,7.752222222222222,1.0,191.01666666666665,2019,1,9,58.111111111111114,0.0,China_Averaged.csv
2019-01-10,0,114.44444444444444,81.11111111111111,36.111111111111114,12.444444444444445,6.666666666666667,6.555555555555555,0.0,0.0,2.0,2.0,4.0,4.0,6.444444444444445,6.444444444444445,9.54608460534939,-3.3139390304020466,9.560675,-5.231486,102.96549,32.34407,1.3333333333333333,1.4477777777777778,0.0,43.33777777777778,6.54111111111111,1.0,195.36666666666665,2019,1,10,114.44444444444444,0.0,China_Averaged.csv
2019-01-11,0,159.77777777777777,98.22222222222223,40.0,16.0,7.111111111111111,7.777777777777778,0.0,0.0,2.0,2.0,3.7777777777777777,3.7777777777777777,6.222222222222222,6.222222222222222,13.554971264645523,-2.5350600134394377,9.864966,-4.661245,101.19508,22.263767,1.3333333333333333,1.6844444444444444,0.0,50.087777777777774,6.48,1.0,194.29444444444442,2019,1,11,159.77777777777777,0.0,China_Averaged.csv
2019-01-12,0,192.44444444444446,177.88888888888889,50.666666666666664,24.666666666666668,4.222222222222222,6.222222222222222,0.0,0.0,2.0,2.0,3.3333333333333335,3.3333333333333335,6.666666666666667,6.666666666666667,21.355192212587728,-1.8546117374015456,10.88036,-2.8581195,98.97622,-7.4746594,1.3333333333333333,1.5522222222222224,0.0,53.324444444444445,8.101111111111111,1.0,183.63444444444443,2019,1,12,199.77777777777777,0.0,China_Averaged.csv
2019-01-13,0,300.22222222222223,183.44444444444446,32.55555555555556,17.555555555555557,23.333333333333332,2.111111111111111,0.0,0.0,2.0,2.0,2.0,2.0,7.0,7.0,16.445436401055485,1.413567440798458,11.6000805,-1.3161147,92.42372,-17.425749,1.3333333333333333,2.102222222222222,0.0,42.541111111111114,7.7988888888888885,1.0,148.68555555555554,2019,1,13,300.22222222222223,0.0,China_Averaged.csv
2019-01-14,0,217.88888888888889,113.88888888888889,38.888888888888886,17.444444444444443,21.666666666666668,3.5555555555555554,0.0,0.0,2.0,2.0,2.6666666666666665,2.6666666666666665,7.0,7.0,14.726306925149377,-1.0162833927410562,10.81733,-2.1902936,95.27599,-5.97839,1.3333333333333333,1.6355555555555557,0.0,38.27444444444445,16.16,1.0,246.4188888888889,2019,1,14,217.88888888888889,0.0,China_Averaged.csv
2019-01-15,0,199.77777777777777,52.0,7.0,2.6666666666666665,23.666666666666668,1.9333333333333331,0.8888888888888888,0.8888888888888888,0.2222222222222222,0.2222222222222222,1.0,1.0,3.5555555555555554,3.5555555555555554,0.4509849613319652,-0.09637518929426143,11.933272,4.1087465,33.1586,-15.730353,1.3333333333333333,-2.0122222222222224,0.0,25.584444444444447,12.624444444444444,1.0,249.77777777777777,2019,1,15,199.77777777777777,0.0,China_Averaged.csv
2019-01-16,0,33.77777777777778,61.111111111111114,25.11111111111111,7.0,13.777777777777779,4.444444444444445,0.2222222222222222,0.2222222222222222,1.7777777777777777,1.7777777777777777,3.888888888888889,3.888888888888889,6.888888888888889,6.888888888888889,2.4999757145606356,-3.2810000896273666,8.962322,-3.6127014,84.50685,20.520004,1.3333333333333333,0.05333333333333309,0.0,22.935555555555553,9.648888888888887,1.0,187.3222222222222,2019,1,16,61.111111111111114,0.0,China_Averaged.csv
2019-01-17,0,115.44444444444444,66.11111111111111,30.333333333333332,9.333333333333334,10.88888888888889,6.0,0.0,0.0,2.0,2.0,3.7777777777777777,3.7777777777777777,6.0,6.0,6.707425165114406,-2.924026551572917,9.365036,-4.86355,98.55369,28.464722,1.3333333333333333,1.3255555555555558,0.0,25.817777777777778,8.422222222222222,1.0,177.13444444444445,2019,1,17,115.44444444444444,0.0,China_Averaged.csv
2019-01-18,0,123.88888888888889,84.11111111111111,38.666666666666664,13.666666666666666,4.222222222222222,7.555555555555555,0.0,0.0,2.0,2.0,4.0,4.0,5.555555555555555,5.555555555555555,11.049757177965123,-3.4065902305096,9.635827,-5.1699038,103.04644,31.020664,1.3333333333333333,2.7099999999999995,0.0,31.760000000000005,9.56111111111111,1.0,149.96666666666667,2019,1,18,123.88888888888889,0.0,China_Averaged.csv
2019-01-19,0,159.0,32.77777777777778,12.777777777777779,3.5555555555555554,25.444444444444443,1.6666666666666667,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.4444444444444444,1.3333333333333333,1.3333333333333333,4.888888888888889,4.888888888888889,0.5084269777299437,-1.1906576637929676,11.195979,3.381954,28.283043,-15.986793,1.3333333333333333,2.9777777777777783,0.0,38.11,11.98,1.0,137.84666666666666,2019,1,19,159.0,0.0,China_Averaged.csv
2019-01-20,0,49.77777777777778,26.333333333333332,9.222222222222221,2.6666666666666665,26.88888888888889,1.2222222222222223,1.0,1.0,0.0,0.0,5.0,5.0,2.2222222222222223,2.2222222222222223,-3.0488957292904635,-1.7738668307577004,7.032417,8.159039,-39.293396,-28.263466,1.3333333333333333,1.8744444444444441,0.0,33.72555555555555,10.958888888888888,1.0,221.98666666666668,2019,1,20,49.77777777777778,0.0,China_Averaged.csv
2019-01-21,0,39.55555555555556,49.22222222222222,20.22222222222222,5.111111111111111,25.11111111111111,2.111111111111111,1.0,1.0,0.2222222222222222,0.2222222222222222,4.888888888888889,4.888888888888889,4.888888888888889,4.888888888888889,0.19865631901773145,-2.471528636764597,7.969343,3.131553,30.06124,-53.214504,1.3333333333333333,3.5900000000000003,0.0,32.11333333333334,11.274444444444445,1.0,240.5511111111111,2019,1,21,49.22222222222222,0.0,China_Averaged.csv
2019-01-22,0,86.88888888888889,56.111111111111114,24.11111111111111,7.222222222222222,20.77777777777778,2.7777777777777777,0.1111111111111111,0.1111111111111111,1.7777777777777777,1.7777777777777777,2.5555555555555554,2.5555555555555554,5.666666666666667,5.666666666666667,3.1704472568150286,-2.4983490985452934,9.140279,-1.1882478,65.92389,-1.885827,1.3333333333333333,4.171111111111111,0.0,32.095555555555556,10.811111111111112,1.0,209.79888888888888,2019,1,22,86.88888888888889,0.0,China_Averaged.csv
2019-01-23,0,92.77777777777777,44.666666666666664,23.333333333333332,6.111111111111111,20.444444444444443,2.5555555555555554,0.0,0.0,2.0,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,2.3531481215695305,-2.729543850198197,8.892146,0.047403708,50.737103,-30.590572,1.3333333333333333,3.0077777777777777,0.0,49.66555555555556,8.568888888888887,1.0,120.6711111111111,2019,1,23,92.77777777777777,0.0,China_Averaged.csv
2019-01-24,0,80.55555555555556,61.333333333333336,26.444444444444443,11.11111111111111,13.222222222222221,5.444444444444445,0.0,0.0,2.0,2.0,3.5555555555555554,3.5555555555555554,5.777777777777778,5.777777777777778,6.140891407979373,-2.5687770180613985,9.406089,-4.5614963,95.287994,26.390604,1.3333333333333333,2.8622222222222224,0.0,50.794444444444444,11.273333333333333,1.0,126.98555555555556,2019,1,24,80.55555555555556,0.0,China_Averaged.csv
2019-01-25,0,152.55555555555554,32.44444444444444,10.666666666666666,3.5555555555555554,23.666666666666668,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,-0.023542582046990827,-1.2241185403771417,11.588674,5.3768873,14.310211,-24.932499,1.3333333333333333,2.5500000000000003,0.0,29.796666666666667,12.339999999999998,1.0,198.94111111111113,2019,1,25,152.55555555555554,0.0,China_Averaged.csv
2019-01-26,0,46.44444444444444,35.55555555555556,19.11111111111111,5.111111111111111,6.444444444444445,2.0,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444,4.666666666666667,4.666666666666667,4.222222222222222,4.222222222222222,-0.10656724435141081,-4.18708032957541,8.065457,3.5824022,24.475235,-56.71892,1.3333333333333333,1.6766666666666667,0.0,35.56,7.867777777777778,1.0,155.7255555555556,2019,1,26,47.0,0.0,China_Averaged.csv
2019-01-27,0,75.11111111111111,77.77777777777777,22.444444444444443,8.666666666666666,25.333333333333332,5.0,0.0,0.0,2.0,2.0,3.5555555555555554,3.5555555555555554,6.222222222222222,6.222222222222222,4.330515273326894,-1.1188544117923174,8.9470215,-4.605154,91.66919,31.171194,1.3333333333333333,3.3577777777777778,0.0,28.549999999999997,11.546666666666667,1.0,190.75333333333333,2019,1,27,82.77777777777777,0.0,China_Averaged.csv
2019-01-28,0,125.22222222222223,48.333333333333336,14.555555555555555,5.444444444444445,22.77777777777778,2.5555555555555554,0.4444444444444444,0.4444444444444444,1.1111111111111112,1.1111111111111112,1.0,1.0,7.111111111111111,7.111111111111111,1.4976385996197654,-1.2934942497040245,9.309345,0.5314828,44.899654,4.089073,1.3333333333333333,2.4155555555555557,0.0,35.30555555555556,8.466666666666665,1.0,173.90888888888887,2019,1,28,125.22222222222223,0.0,China_Averaged.csv
2019-01-29,0,87.33333333333333,95.11111111111111,34.55555555555556,13.555555555555555,8.666666666666666,8.11111111111111,0.0,0.0,2.0,2.0,4.0,4.0,6.222222222222222,6.222222222222222,9.925314792061766,-2.5652283458403584,9.487097,-5.433855,103.58125,34.917007,1.3333333333333333,3.2566666666666664,0.0,40.22222222222222,8.988888888888887,1.0,149.51777777777775,2019,1,29,97.77777777777777,0.0,China_Averaged.csv
2019-01-30,0,179.88888888888889,64.66666666666667,12.222222222222221,6.777777777777778,23.555555555555557,2.7777777777777777,0.2222222222222222,0.2222222222222222,1.5555555555555556,1.5555555555555556,2.111111111111111,2.111111111111111,7.333333333333333,7.333333333333333,3.375956063139059,-0.10701783018759407,10.480504,0.29001817,66.294365,5.1709065,1.3333333333333333,1.714444444444444,0.0,25.486666666666665,14.362222222222222,1.0,114.41666666666667,2019,1,30,179.88888888888889,0.0,China_Averaged.csv
2019-01-31,0,73.88888888888889,26.22222222222222,7.666666666666667,4.333333333333333,23.77777777777778,2.111111111111111,1.0,1.0,0.0,0.0,5.0,5.0,2.5555555555555554,2.5555555555555554,-1.6610626608857268,-1.3852014646535826,8.356533,4.280772,-18.775526,-8.95703,1.3333333333333333,0.40777777777777785,0.0,25.477777777777778,9.972222222222221,1.0,207.14777777777778,2019,1,31,73.88888888888889,0.0,China_Averaged.csv
2019-02-01,0,48.111111111111114,68.0,21.666666666666668,8.333333333333334,23.555555555555557,3.4444444444444446,0.2222222222222222,0.2222222222222222,1.5555555555555556,1.5555555555555556,3.5555555555555554,3.5555555555555554,7.666666666666667,7.666666666666667,2.928502802687264,-1.8612096082616363,8.694251,-3.0588574,77.580765,17.160044,1.3333333333333333,1.6644444444444444,0.0,34.25333333333334,7.754444444444445,1.0,182.17666666666665,2019,2,1,68.55555555555556,0.0,China_Averaged.csv
2019-02-02,0,122.22222222222223,92.77777777777777,26.444444444444443,12.444444444444445,9.666666666666666,3.5555555555555554,0.0,0.0,2.0,2.0,3.3333333333333335,3.3333333333333335,7.444444444444445,7.444444444444445,7.813507232841189,-2.2313259309375053,10.018506,-3.1038852,91.30512,2.6147594,1.3333333333333333,2.3000000000000003,0.0,60.89,7.762222222222222,1.0,171.31,2019,2,2,122.44444444444444,0.0,China_Averaged.csv
2019-02-03,0,176.66666666666666,103.22222222222223,7.111111111111111,4.444444444444445,30.666666666666668,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,7.222222222222222,7.222222222222222,1.5457070164415287,1.2002431568670866,13.067149,3.2062387,50.754654,4.080707,1.3333333333333333,3.5933333333333337,0.0,32.32666666666667,11.832222222222223,1.0,228.45888888888885,2019,2,3,176.66666666666666,0.0,China_Averaged.csv
2019-02-04,0,94.88888888888889,75.11111111111111,12.11111111111111,7.222222222222222,23.22222222222222,2.2222222222222223,0.2222222222222222,0.2222222222222222,1.5555555555555556,1.5555555555555556,1.8888888888888888,1.8888888888888888,8.0,8.0,1.795957709553615,-0.6554994994049073,8.580507,1.4328198,30.488586,12.651046,1.3333333333333333,2.066666666666667,0.0,54.22666666666667,7.611111111111111,1.0,138.03555555555556,2019,2,4,94.88888888888889,0.0,China_Averaged.csv
2019-02-05,0,111.44444444444444,135.55555555555554,12.0,7.111111111111111,18.555555555555557,4.0,0.0,0.0,2.0,2.0,3.4444444444444446,3.4444444444444446,8.0,8.0,3.461535043079823,0.3987944602815927,9.519612,-2.570902,74.30997,26.97152,1.3333333333333333,1.72,0.0,53.38333333333333,8.059999999999999,1.0,111.25666666666666,2019,2,5,135.55555555555554,0.0,China_Averaged.csv
2019-02-06,0,171.11111111111111,75.33333333333333,8.666666666666666,8.666666666666666,25.88888888888889,5.777777777777778,0.1111111111111111,0.1111111111111111,1.7777777777777777,1.7777777777777777,3.6666666666666665,3.6666666666666665,6.333333333333333,6.333333333333333,4.564907402422337,1.2987075794952467,9.051852,-3.4720285,88.343544,31.335537,1.3333333333333333,-0.19555555555555593,0.0,37.04222222222222,11.975555555555555,1.0,140.7577777777778,2019,2,6,171.11111111111111,0.0,China_Averaged.csv
2019-02-07,0,131.55555555555554,28.666666666666668,3.7777777777777777,3.2222222222222223,27.77777777777778,1.1777777777777778,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,-1.7374235091492336,-0.37673776523103564,11.589495,6.0372868,-3.8682683,-21.86824,1.3333333333333333,-1.1522222222222223,0.0,22.895555555555557,11.024444444444446,1.0,144.66666666666666,2019,2,7,131.55555555555554,0.0,China_Averaged.csv
2019-02-08,0,32.77777777777778,41.333333333333336,8.0,3.888888888888889,26.666666666666668,2.4444444444444446,1.0,1.0,0.0,0.0,5.0,5.0,1.7777777777777777,1.7777777777777777,-2.4107669036393595,-1.2104346377997897,8.091268,2.84245,3.0438063,6.6708517,1.3333333333333333,-0.4711111111111113,0.0,27.606666666666666,13.149999999999999,1.0,166.96777777777777,2019,2,8,41.333333333333336,0.0,China_Averaged.csv
2019-02-09,0,80.22222222222223,20.444444444444443,5.333333333333333,2.6666666666666665,24.444444444444443,1.3333333333333333,1.0,1.0,0.0,0.0,3.6666666666666665,3.6666666666666665,1.6666666666666667,1.6666666666666667,-3.0263294472750593,-1.4015532831594577,8.630585,8.269482,-45.525345,-12.847084,1.3333333333333333,-0.3611111111111107,0.0,29.375555555555554,10.045555555555556,1.0,114.47666666666666,2019,2,9,80.22222222222223,0.0,China_Averaged.csv
2019-02-10,0,33.77777777777778,34.22222222222222,10.555555555555555,4.333333333333333,19.22222222222222,2.888888888888889,1.0,1.0,0.0,0.0,4.888888888888889,4.888888888888889,4.111111111111111,4.111111111111111,-1.8123168697167773,-2.1461514765105085,7.8463726,-0.7324347,49.161102,13.79686,1.3333333333333333,-0.8766666666666665,0.0,37.492222222222225,9.571111111111112,1.0,146.38444444444445,2019,2,10,36.111111111111114,0.0,China_Averaged.csv
2019-02-11,0,80.66666666666667,47.111111111111114,14.666666666666666,6.777777777777778,25.555555555555557,4.111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.8888888888888888,4.333333333333333,4.333333333333333,7.777777777777778,7.777777777777778,1.6142754612266423,-1.0352199550321457,8.582513,-4.019065,82.48133,30.73277,1.3333333333333333,1.2466666666666666,0.0,32.23222222222223,11.372222222222222,1.0,111.08444444444444,2019,2,11,80.66666666666667,0.0,China_Averaged.csv
2019-02-12,0,107.77777777777777,44.77777777777778,10.88888888888889,6.777777777777778,20.11111111111111,3.2222222222222223,0.5555555555555556,0.5555555555555556,1.1111111111111112,1.1111111111111112,2.3333333333333335,2.3333333333333335,7.111111111111111,7.111111111111111,1.3964625742354453,-1.0769367735689888,8.957363,-0.83277744,56.418198,17.672262,1.3333333333333333,-0.4222222222222221,0.0,58.98444444444445,6.858888888888888,1.0,126.18111111111112,2019,2,12,107.77777777777777,0.0,China_Averaged.csv
2019-02-13,0,82.33333333333333,35.666666666666664,11.11111111111111,5.111111111111111,26.0,1.3777777777777778,1.0,1.0,0.0,0.0,5.0,5.0,2.2222222222222223,2.2222222222222223,-0.5786494901658055,-1.4047317138387703,7.2388663,3.7728283,-3.9303637,6.2249675,1.3333333333333333,0.41888888888888903,0.0,42.16222222222222,7.466666666666667,1.0,139.48555555555555,2019,2,13,82.33333333333333,0.0,China_Averaged.csv
2019-02-14,0,74.22222222222223,51.111111111111114,13.88888888888889,8.0,19.333333333333332,2.3333333333333335,0.4444444444444444,0.4444444444444444,1.5555555555555556,1.5555555555555556,3.4444444444444446,3.4444444444444446,7.777777777777778,7.777777777777778,1.6491787229974049,-1.6729271906657937,8.153461,0.5361079,38.222286,6.159045,1.3333333333333333,0.43777777777777793,0.0,59.28222222222222,11.482222222222221,1.0,205.04,2019,2,14,74.22222222222223,0.0,China_Averaged.csv
2019-02-15,0,132.0,18.22222222222222,3.7777777777777777,2.5555555555555554,26.88888888888889,1.2666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,-2.2349042249064737,-0.6743038351514387,11.841747,6.8570538,-6.065096,-30.245426,1.3333333333333333,0.7500000000000001,0.0,35.31,14.641111111111112,1.0,230.69444444444446,2019,2,15,132.0,0.0,China_Averaged.csv
2019-02-16,0,32.55555555555556,17.333333333333332,4.777777777777778,2.4444444444444446,28.555555555555557,1.1777777777777778,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,-4.333542320789565,-1.4446576515960963,7.7785482,10.949594,-78.929245,-11.649829,1.3333333333333333,1.3788888888888886,0.0,33.53333333333333,12.158888888888889,1.0,219.45222222222225,2019,2,16,32.77777777777778,0.0,China_Averaged.csv
2019-02-17,0,29.444444444444443,21.333333333333332,10.666666666666666,3.5555555555555554,26.88888888888889,1.1111111111111112,1.0,1.0,0.0,0.0,5.0,5.0,1.4444444444444444,1.4444444444444444,-2.9119616838778843,-2.1148619457528404,6.0428104,7.4206944,-28.013817,-65.8481,1.3333333333333333,2.22,0.0,36.30111111111111,9.994444444444445,1.0,168.7277777777778,2019,2,17,31.0,0.0,China_Averaged.csv
2019-02-18,0,46.44444444444444,41.44444444444444,23.22222222222222,6.777777777777778,17.11111111111111,3.111111111111111,0.3333333333333333,0.3333333333333333,1.5555555555555556,1.5555555555555556,3.6666666666666665,3.6666666666666665,6.666666666666667,6.666666666666667,1.760587144382511,-3.2646895500643374,8.648846,-2.3197463,72.43827,6.197309,1.3333333333333333,3.36,0.0,45.54888888888889,7.529999999999999,1.0,177.5311111111111,2019,2,18,48.44444444444444,0.0,China_Averaged.csv
