stationId,latitude,longitude,year,month,day,AQI,Notes
Aotizhongxin,0,0,2019,2,9,80.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,9,80.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,9,80.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,9,80.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,10,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,11,83.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,12,112.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,13,86.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,14,75.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,15,133.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,16,42.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,17,38.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
Aotizhongxin,0,0,2019,2,18,49.0,Aotizhongxin
